"","unknown","joy","sadness","anger","surprise","fear","disgust"
"quotkaaj",1,0,0,0,0,0,0
"quotmeri",0,1,0,0,0,0,0
"quotnext",0,1,0,0,0,0,0
"quotno",0,1,0,0,0,0,0
"quotnonsensequot",1,0,0,0,0,0,0
"quotnow",1,0,0,0,0,0,0
"quotoh",1,0,0,0,0,0,0
"quotp",0,1,0,0,0,0,0
"quotpap",1,0,0,0,0,0,0
"quotragda",1,0,0,0,0,0,0
"quotrahul",4,1,0,0,0,0,0
"quotraul",2,0,0,0,0,0,0
"quottanisha",1,0,0,0,0,0,0
"quotthanx",1,0,0,0,0,0,0
"quotthi",1,0,0,0,0,0,0
"quottodey",2,0,0,0,0,0,0
"quottu",1,0,0,0,0,0,0
"quottwo",1,0,0,0,0,0,0
"quotw",10,0,0,0,0,0,0
"quotwho",1,0,0,0,0,0,0
"quotwomen",1,0,0,0,0,0,0
"race",2,0,0,0,0,0,0
"radio",5,0,0,0,0,0,0
"raga",8,0,0,0,0,0,0
"rahatoltuumlrkiyem",1,0,0,0,0,0,0
"rahul",1004,65,20,14,6,4,2
"rahulgandhi",3,1,0,0,0,0,0
"rahulgandhihello",2,0,0,0,0,0,0
"rahulquoti",1,0,0,0,0,0,0
"rahultim",3,0,0,0,0,0,0
"rail",3,0,0,0,0,0,0
"railneer",1,0,0,0,0,0,0
"railway",1,0,0,0,0,0,0
"rais",2,0,0,0,0,0,0
"raj",1,0,0,0,0,0,0
"rajdeep",1,0,0,0,0,0,0
"rajiv",15,0,1,1,0,0,0
"rajneeti",1,0,0,0,0,0,0
"rajput",1,0,0,0,0,0,0
"rajya",1,0,0,0,0,0,0
"ralli",39,2,3,3,0,1,0
"ralliesbut",1,0,0,0,0,0,0
"rallya",1,0,0,0,0,0,0
"rallyroad",1,0,0,0,0,0,0
"ram",2,0,0,0,0,0,0
"ranbir",191,4,3,3,0,0,0
"randl",2,0,0,0,0,0,0
"rank",0,1,0,0,0,0,0
"rankon",2,0,0,0,0,0,0
"rao",0,1,0,0,0,0,0
"raoquot",0,1,0,0,0,0,0
"rape",0,0,0,1,0,0,0
"rat",1,0,0,0,0,0,0
"rate",0,0,1,0,0,0,0
"rather",1,0,0,0,0,0,0
"ration",1,0,0,0,0,0,0
"raul",5,1,0,0,0,1,0
"rcp",1,0,0,0,0,0,0
"read",3,1,0,0,0,0,0
"readi",1,1,1,0,0,0,0
"real",2,0,0,0,0,0,0
"realli",6,0,0,0,0,0,0
"reason",2,0,0,0,0,0,0
"recal",1,0,0,0,0,0,0
"recent",0,0,0,1,0,0,0
"recit",1,0,0,0,0,0,0
"recommend",1,0,0,0,0,0,0
"record",1,3,1,0,0,0,0
"reddi",3,1,0,0,0,0,0
"rediff",1,0,0,0,0,0,0
"reduc",1,0,0,0,0,0,0
"refer",2,0,0,0,0,0,0
"refus",1,0,0,0,0,0,0
"region",1,0,0,0,0,0,0
"rekha",1,0,0,0,0,0,0
"relationship",5,0,0,0,0,0,0
"releas",4,0,0,0,0,0,0
"releaseof",1,0,0,0,0,0,0
"relianc",0,1,0,0,0,0,0
"religarereli",2,0,0,0,0,0,0
"relnofollow",119,12,0,2,0,0,0
"remain",1,0,0,0,0,0,0
"rememb",2,0,0,0,0,0,0
"remind",1,0,0,0,0,0,0
"remov",8,0,0,0,0,0,0
"renam",12,0,0,0,0,0,0
"repeat",0,0,0,0,0,0,1
"replac",1,0,0,0,0,0,0
"repli",8,0,0,0,0,0,0
"report",1,0,0,0,0,0,0
"repres",4,1,0,0,0,0,0
"request",0,0,1,0,0,0,0
"requir",1,0,0,0,0,0,0
"reschedul",1,0,0,0,0,0,0
"resembl",1,0,0,0,0,0,0
"reserv",2,0,0,0,0,0,0
"resign",10,0,0,0,0,0,0
"resolv",0,1,0,0,0,0,0
"respect",0,4,0,0,0,0,1
"result",1,0,0,0,0,0,0
"resultsquot",1,0,0,0,0,0,0
"reus",1,0,0,0,0,0,0
"reveal",0,0,1,0,0,0,0
"review",1,0,0,0,0,0,0
"revok",1,0,0,0,0,0,0
"right",3,1,0,0,0,0,0
"ril",0,1,0,0,0,0,0
"rise",5,0,0,0,0,0,0
"road",4,0,1,0,0,0,0
"roadshow",1,0,0,0,0,0,0
"roam",1,0,0,0,0,0,0
"rock",0,0,0,1,0,0,0
"rofl",3,0,0,0,0,0,0
"roflrt",1,0,0,0,0,0,0
"role",0,1,0,0,0,0,0
"roletushar",1,0,0,0,0,0,0
"rome",1,0,0,0,0,0,0
"root",2,0,0,0,0,0,0
"rose",2,0,0,0,0,0,0
"rss",1,0,0,0,0,0,0
"rta",2,0,0,0,0,0,0
"rti",7,3,0,1,0,1,0
"rtihowbi",1,0,0,0,0,0,0
"rtii",1,0,0,0,0,0,0
"rtquota",3,0,0,0,0,0,0
"ruin",1,0,0,0,0,0,0
"rukh",199,4,0,1,0,0,0
"rule",0,0,0,1,0,0,0
"rumor",0,0,1,0,0,0,0
"run",1,1,1,0,0,0,0
"rupe",1,0,0,0,0,0,0
"rush",0,1,0,0,0,0,0
"saal",1,0,0,0,0,0,0
"saath",0,0,1,0,0,0,0
"sabh",1,0,0,0,0,0,0
"sabha",23,4,0,0,0,0,0
"sabhaa",1,0,0,0,0,0,0
"sad",0,0,1,0,0,1,0
"sadden",4,0,0,0,0,0,0
"saffron",1,0,0,0,0,0,0
"said",6,4,0,0,0,0,0
"samaj",0,0,0,0,1,0,0
"same",18,2,0,0,0,0,0
"samsung",9,0,0,0,0,0,0
"samsunga",1,0,0,0,0,0,0
"sand",0,1,0,0,0,0,0
"sang",1,0,0,0,0,0,0
"sangathan",0,1,0,0,0,0,0
"sanit",0,1,0,0,0,0,0
"sanjay",4,0,0,0,0,0,0
"sarai",5,0,0,0,0,0,0
"saturday",1,0,0,0,0,0,0
"save",1,0,0,0,0,0,0
"say",18,1,0,2,0,0,0
"saytact",1,0,0,0,0,0,0
"sbaamaadmipartyba",2,1,0,0,0,0,0
"sbaapba",2,1,0,0,0,0,0
"sbaapchorhainba",1,0,0,0,0,0,0
"sbaapconba",1,0,0,0,0,0,0
"sbaapmumbaiba",0,0,0,0,1,0,0
"sbaaptivistba",1,0,0,0,0,0,0
"sbaapyogendraba",2,0,0,0,0,0,0
"sbaapyogendrabaelect",1,0,0,0,0,0,0
"sbaapyogendrainmhba",1,0,0,0,1,0,0
"sbabeshinzoba",5,0,0,0,0,0,0
"sbabhijitmajumderba",0,0,0,1,0,0,0
"sbabhinandansekhrba",0,1,0,0,0,0,0
"sbabhisarsharmaba",1,0,0,0,0,0,0
"sbabhishekmba",1,0,0,0,0,0,0
"sbaditityagiba",1,0,0,0,0,0,0
"sbaiccba",5,0,0,0,0,0,0
"sbajaybaralaba",1,0,0,0,0,0,0
"sbaksoodba",1,0,0,0,0,0,0
"sballiwannadoba",2,0,0,0,0,0,0
"sbameeshapatelba",1,0,0,0,0,0,0
"sbamethiba",7,1,0,0,0,0,0
"sbamitsrba",0,1,0,0,0,0,0
"sbammaba",0,1,0,0,0,0,0
"sbaninewsba",6,0,0,0,0,0,0
"sbannoyedba",0,0,1,0,0,0,0
"sbanupampkherba",1,0,0,0,0,0,0
"sbarangarajanba",1,0,0,0,0,0,0
"sbaranmulaba",1,0,0,0,0,0,0
"sbariafindsoutba",2,0,0,0,0,0,0
"sbarianatorsstandabovehateba",4,0,0,0,0,0,0
"sbarnabvsrahulba",1,0,0,0,0,0,0
"sbarunjaitleyba",1,1,0,0,0,0,0
"sbarvindkejriwalba",6,0,0,0,0,0,0
"sbashishjournoba",1,0,0,0,0,0,0
"sbashutoshbba",1,0,0,0,0,0,0
"sbashwinramaswamyba",3,0,0,0,0,0,0
"sbashwinskumarba",1,0,0,0,0,0,0
"sbaskrajdeepba",1,0,0,0,0,0,0
"sbauthackerayba",1,0,0,0,0,0,0
"sbba",2,0,0,0,0,0,0
"sbbacheloretteba",0,1,0,0,0,0,0
"sbbadpritba",0,1,0,0,0,0,0
"sbbarackobamaba",5,0,0,0,0,0,0
"sbbarcavscityba",1,0,0,0,0,0,0
"sbbawliboochba",1,0,0,0,0,0,0
"sbbbacoz",1,0,0,0,0,0,0
"sbbbcnewsba",1,0,0,0,0,0,0
"sbbduttba",2,0,0,0,0,0,0
"sbbewithrgba",2,0,0,0,0,0,0
"sbbhaksalaba",1,0,0,0,0,0,0
"sbbharatnirmanba",1,0,0,0,0,0,0
"sbbhaskarnewsba",1,0,0,0,0,0,0
"sbbhupendrachaubeba",1,0,0,0,0,0,0
"sbbigmistakeba",1,0,0,0,0,0,0
"sbbilaljba",1,0,0,0,0,0,0
"sbbjpba",2,2,0,0,0,1,0
"sbbjpindiaba",5,2,0,0,0,0,0
"sbbollywoodbajackki",1,0,0,0,0,0,0
"sbbolshoyboozeba",1,0,0,0,0,0,0
"sbbombaytimesba",1,0,0,0,0,0,0
"sbbreakingbaa",1,0,0,0,0,0,0
"sbcalamurba",1,1,0,0,0,0,0
"sbcambridgeba",1,0,0,0,0,0,0
"sbcampaignba",1,0,0,0,0,0,0
"sbcbnba",1,0,0,0,0,0,0
"sbcenavscesaroba",1,0,0,0,0,0,0
"sbcenterofrightba",0,0,1,0,0,0,0
"sbcharakanba",1,0,0,0,0,0,0
"sbchedegaardeuba",29,0,0,0,0,0,0
"sbchetanbhagatba",0,1,0,0,0,0,0
"sbchiranjeeviba",2,1,0,0,0,0,0
"sbchouhanshivrajba",1,0,0,0,0,0,0
"sbcomedynightswithkapilba",1,0,0,0,0,0,0
"sbcongressba",18,2,0,1,0,1,0
"sbcongressfansba",1,0,0,0,0,0,0
"sbcongressmukhbharatba",1,0,0,0,0,0,0
"sbcongressmuktbharatba",1,0,1,0,0,0,0
"sbcongresstardsba",0,0,0,1,0,0,0
"sbcoolestintervieweverba",2,0,0,0,0,0,0
"sbcoolfunnytshirtba",0,0,0,1,0,0,0
"sbcricketba",1,0,0,0,0,0,0
"sbcumannanyaaaba",5,0,0,0,0,0,0
"sbcumasimsimiba",3,0,0,0,0,0,0
"sbdainikjagranba",1,0,0,0,0,0,0
"sbdeependershoodaba",2,0,0,0,0,0,0
"sbdeeptisachdevaba",2,0,0,0,0,0,0
"sbdelhiba",0,0,0,1,0,0,0
"sbdeshgujaratba",1,0,0,0,0,0,0
"sbdhingravivekba",1,0,0,0,0,0,0
"sbdhirajvermaba",1,0,0,0,0,0,0
"sbdibangba",1,0,0,0,0,0,0
"sbdidiba",0,1,0,0,0,0,0
"sbdigitalinsightsba",1,0,0,0,0,0,0
"sbdigvijayaba",4,0,1,0,0,0,0
"sbdineshghodkeba",1,0,0,0,0,0,0
"sbdiscoveryoftheyearba",1,0,0,0,0,0,0
"sbdivyaspandanaba",2,0,0,0,1,0,0
"sbdivyaspandanabacan",0,1,0,0,0,0,0
"sbdixitnamrataba",1,0,0,0,0,0,0
"sbdkleoba",1,0,0,0,0,0,0
"sbdkprabhuba",1,0,0,0,0,0,0
"sbdnaba",2,0,0,0,0,0,0
"sbdoctoratlargeba",4,0,0,0,0,0,0
"sbdramanamoba",2,1,0,0,0,0,0
"sbdrgarekarba",1,0,0,0,0,0,0
"sbdrharshvardhanba",1,0,0,0,0,0,0
"sbdrkumarvishwasba",1,0,0,0,0,1,0
"sbdrrutvijba",1,0,0,0,0,0,0
"sbdumbba",1,0,0,0,0,0,0
"sbeastindiacomedyba",1,0,0,0,0,0,0
"sbeconomictimesba",1,0,0,0,0,0,0
"sbeducationba",1,0,0,0,0,0,0
"sbelectionba",1,0,0,0,0,0,0
"sbelectionsba",1,0,0,0,0,0,0
"sbempresssoniabah",1,0,0,0,0,0,0
"sbentertainmentba",1,0,0,0,0,0,0
"sbentertainmenttaxba",1,0,0,0,0,0,0
"sbeucouncilpressba",27,0,0,0,0,0,0
"sbeueeasba",28,0,0,0,0,0,0
"sbeuropeanunionba",30,0,0,0,0,0,0
"sbfacepalmba",1,0,0,0,0,0,0
"sbfakejournoba",1,0,0,0,0,0,0
"sbfancallsrdba",1,0,0,0,0,0,0
"sbfaredba",2,0,0,0,0,0,0
"sbfaujdardevba",0,1,0,0,0,0,0
"sbfedexchatba",3,0,0,0,0,0,0
"sbfirstpostinba",3,0,0,0,0,0,0
"sbfmradioba",4,0,0,0,0,0,0
"sbfriendsofrahulba",1,0,0,0,0,0,0
"sbfrstba",1,0,0,0,0,0,0
"sbfuckcongressba",0,1,0,0,0,0,0
"sbgabbbarsinghba",1,0,0,0,0,0,0
"sbgandhiba",6,4,0,0,0,0,0
"sbgappistanradioba",1,0,0,0,0,0,0
"sbgbsomewhereinmypastba",3,0,0,0,0,0,0
"sbghettofamilyfeudba",1,0,0,0,0,0,0
"sbgioneewitheminemba",2,0,0,0,0,0,0
"sbgirishgoaba",1,0,0,0,0,0,0
"sbgjspeaksba",1,0,0,0,0,0,0
"sbglitchba",1,0,0,0,0,0,0
"sbgopalarvindba",1,0,0,0,0,0,0
"sbgpccba",5,0,0,0,0,0,0
"sbgsuryaba",1,0,0,0,0,0,0
"sbgujaratpradeshcongressba",5,0,0,0,0,0,0
"sbhapimoniba",2,0,0,0,0,0,0
"sbharbingeroflustba",1,0,0,0,0,0,0
"sbhcltechba",1,0,0,0,0,0,0
"sbhdlba",2,0,0,0,0,0,0
"sbhdldelhiba",0,3,0,0,0,0,0
"sbhdlindiaba",0,3,0,0,0,0,0
"sbhdlwarriorba",0,2,0,0,0,0,0
"sbhelpba",0,1,0,0,0,0,0
"sbhowridiculousba",1,0,0,0,0,0,0
"sbhttweetsba",3,1,0,0,0,0,0
"sbi",5,0,0,0,0,0,0
"sbibnliveba",2,0,0,0,0,1,0
"sbiheartmnyba",5,0,0,0,0,0,0
"sbikaveriba",1,0,0,0,0,0,0
"sbilazyladba",1,0,0,0,0,0,0
"sbimauzziechopraba",1,0,0,0,0,0,0
"sbimpunitba",1,0,0,0,0,0,0
"sbincba",8,3,0,0,0,0,0
"sbincindiaba",5,1,1,0,0,0,0
"sbincleaderba",5,0,0,0,0,0,0
"sbincsupporterba",1,0,0,0,0,0,0
"sbindiaba",5,0,1,0,0,0,0
"sbindianpoliticsba",0,1,0,0,0,0,0
"sbindiatodayba",1,0,0,0,0,0,1
"sbindvsnzba",4,0,0,0,0,0,0
"sbinsanenationba",1,0,0,0,0,0,0
"sbinterviewba",0,1,0,0,0,0,0
"sbirbmba",1,0,0,0,0,0,0
"sbisteeba",0,0,1,0,0,0,0
"sbitssheldonghba",1,0,0,0,0,0,0
"sbjaganba",1,0,0,0,0,0,0
"sbjaihoba",1,0,0,0,0,0,0
"sbjeminpba",0,0,1,0,0,0,0
"sbjhasanjayba",3,1,0,0,0,0,0
"sbjhunjhunwalaba",2,0,0,0,0,0,0
"sbjimmyfallonba",3,0,0,0,0,0,0
"sbjokeba",1,0,0,0,0,0,0
"sbjusticearnabba",1,0,0,0,0,0,0
"sbjustsayingba",1,0,0,0,0,0,0
"sbjyotiprasadboraba",1,0,0,0,0,0,0
"sbkamaalrkhanba",1,0,0,0,0,0,0
"sbkapilsharmaba",1,0,0,0,0,0,0
"sbkaushikrgba",0,0,0,1,0,0,0
"sbkejriwalba",5,1,0,0,0,0,0
"sbkejriwalsba",1,0,0,0,0,0,0
"sbkeralaba",1,0,0,1,0,0,0
"sbkindleba",7,0,0,0,0,0,0
"sbkiranbediba",1,0,0,0,0,0,0
"sbkkrba",1,0,0,0,0,0,0
"sbkrupakarmba",1,0,0,0,0,0,0
"sbksgbestasadba",4,0,0,0,0,0,0
"sbkumarvishwasba",1,0,0,0,0,0,0
"sbkunalmajumderba",1,0,0,0,0,0,0
"sbleonafanoftheweekba",4,0,0,0,0,0,0
"sbliarkejriwalba",3,0,0,0,0,0,0
"sbliarnamoba",6,0,0,0,0,0,0
"sbloksabhaba",1,0,0,0,0,0,0
"sbloksabhaelectionba",1,0,0,0,0,0,0
"sbloksabhatvba",0,0,1,0,0,0,0
"sblsblackoutba",0,0,1,0,0,0,0
"sblsblackoutbaquot",1,0,0,0,0,0,0
"sblyncconfba",11,0,0,0,0,0,0
"sbmadversityba",3,0,0,0,0,0,0
"sbmahatmakillingba",1,0,0,0,0,0,0
"sbmalikashokba",1,0,0,0,0,0,0
"sbmalviyamitba",1,0,0,0,0,0,0
"sbmanikgupba",1,0,0,0,0,0,0
"sbmasterlockcaresba",9,0,0,0,0,0,0
"sbmaulinshahba",1,0,0,0,0,0,0
"sbmediacrooksba",1,0,1,0,0,0,0
"sbmediafedba",1,0,0,0,0,0,0
"sbmihirssharmaba",1,0,0,0,0,0,0
"sbmilinddeoraba",1,0,0,0,0,0,0
"sbmilindmattersba",1,0,0,0,0,0,0
"sbmindlessba",1,0,0,0,0,0,0
"sbmlekhiba",1,0,0,0,0,0,0
"sbmoadirallytaxba",1,0,0,0,0,0,0
"sbmodiba",5,2,0,0,0,1,0
"sbmodibacough",1,0,0,0,0,0,0
"sbmodifiedba",0,0,1,0,0,0,0
"sbmodirallytaxbawhi",1,0,0,0,0,0,0
"sbmonsantoba",1,0,0,0,0,0,0
"sbmumbaiba",1,0,0,0,0,0,0
"sbmurderba",0,0,0,1,0,0,0
"sbmuslimba",1,0,0,0,0,0,0
"sbmyavysionba",2,0,0,0,0,0,0
"sbmyselfsmkba",1,0,0,0,0,0,0
"sbnammanamoba",0,0,0,3,0,0,0
"sbnamoba",1,1,0,0,0,1,0
"sbnamoinkarba",15,0,0,0,0,0,0
"sbnanditathhakurba",2,0,0,0,0,0,0
"sbnanoradioba",3,0,0,0,0,0,0
"sbnarendramodiba",8,5,1,0,0,0,0
"sbnbareg",0,1,0,0,0,0,0
"sbndtvba",3,1,0,0,0,0,0
"sbnehaaksba",1,0,0,0,0,0,0
"sbnewsba",3,0,0,0,0,0,0
"sbnewzsocialba",1,0,0,0,0,0,0
"sbnistulaba",1,0,0,0,0,0,0
"sbnotthatmpba",1,0,0,0,0,0,0
"sbnowwatchingba",1,0,0,0,0,0,0
"sbnsitharamanba",0,1,0,0,0,0,0
"sbnviswamba",1,0,0,0,0,0,0
"sbnzvindba",2,0,0,0,0,0,0
"sbnzvsindba",3,0,0,0,0,0,0
"sboomfba",4,0,0,0,0,0,0
"sbotvnewsba",0,1,0,0,0,0,0
"sboumllecekolsamsonsoumlzuumlmba",7,0,0,0,0,0,0
"sbpaidmediaba",1,0,0,0,0,0,0
"sbpandajayba",0,1,0,0,0,0,0
"sbpappuba",4,1,0,0,0,0,0
"sbpappubarahul",2,0,0,0,0,0,0
"sbparrikarba",1,0,0,0,0,0,0
"sbparulbajajba",1,0,0,0,0,0,0
"sbpathanasmakhanba",1,0,0,0,0,0,0
"sbpawankheraba",3,0,0,0,0,0,0
"sbphotogalleryba",1,0,0,0,0,0,0
"sbpleasertba",1,0,0,0,0,0,0
"sbpllba",1,0,0,0,0,0,0
"sbpllchatba",3,0,0,0,0,0,0
"sbpmoindiaba",1,0,0,0,0,0,0
"sbpoliticsbawil",1,0,0,0,0,0,0
"sbpollsba",0,1,0,0,0,0,0
"sbporunmundoba",3,0,0,0,0,0,0
"sbpowerplayba",1,0,0,0,0,0,0
"sbprabhuchawlaba",0,1,0,0,0,0,0
"sbprakaashgurjarba",1,0,0,0,0,0,0
"sbpranabmukherjiba",5,0,0,0,0,0,0
"sbpranavkaleba",1,0,0,0,0,0,0
"sbpressplayvaba",4,0,0,0,0,0,0
"sbpriyankaba",1,0,0,0,0,0,0
"sbquizderekba",0,1,0,0,0,0,0
"sbrachitsethba",2,0,0,0,0,0,0
"sbragaba",5,0,0,0,0,0,0
"sbrahulba",11,4,0,0,0,1,0
"sbrahulgandhiba",61,11,8,4,1,0,0
"sbrahulgandhibaeveryon",0,1,0,0,0,0,0
"sbrahulgandhibagt",1,0,0,0,0,0,0
"sbrahulgandhibai",1,0,0,0,0,0,0
"sbrahulgandhibaquot",1,0,0,0,0,0,0
"sbrahulgandhibasham",1,0,0,0,0,0,0
"sbrahulkanwalba",2,1,0,0,0,0,0
"sbrahulroushanba",0,1,0,0,0,0,0
"sbrajeshkamalba",1,0,0,0,0,0,0
"sbrajeshvenkyba",1,0,0,0,0,0,0
"sbrajivgandhiba",1,0,1,0,0,0,0
"sbrameshsrivatsba",0,1,0,0,0,0,0
"sbrapeba",0,0,0,1,0,0,0
"sbrashminpba",1,0,0,0,0,0,0
"sbratchetjeopardyba",2,0,0,0,0,0,0
"sbravishankarbjpba",1,0,0,0,0,0,0
"sbrcfalduba",1,0,0,0,0,0,0
"sbrealistindianba",1,0,0,0,0,0,0
"sbrealityba",2,0,0,0,0,0,0
"sbrebeldeba",1,0,0,0,0,0,0
"sbrevieweroba",1,0,0,0,0,0,0
"sbrgandhiofficialba",1,0,0,0,0,0,0
"sbrgeduba",6,1,0,0,0,0,0
"sbrgvzoominba",0,1,1,0,0,0,0
"sbripdemocrocyba",1,0,0,0,0,0,0
"sbrjtejaljaniba",1,0,0,0,0,0,0
"sbrmithyanthaba",0,0,0,0,1,0,0
"sbroflgandhiba",1,0,0,0,0,0,0
"sbroshansba",1,0,0,0,0,0,0
"sbrtiba",1,0,0,0,0,0,0
"sbrubikaliyaquatba",1,0,0,0,0,0,0
"sbrvaidyaba",0,0,0,0,1,0,0
"sbrvkrishba",2,0,0,0,0,0,0
"sbrvsba",1,0,0,0,0,0,0
"sbsachinrtba",1,0,0,0,0,0,0
"sbsahebba",1,0,0,0,0,0,0
"sbsailingwithengageba",7,0,0,0,0,0,0
"sbsalmanjgdba",1,0,0,0,0,0,0
"sbsalmansozba",1,0,0,0,1,0,0
"sbsambitswarajba",1,0,0,0,0,0,0
"sbsandyjordanba",1,0,0,0,0,0,0
"sbsanjayduttba",2,0,0,0,0,0,0
"sbsanjayroxalwysba",0,1,0,0,0,0,0
"sbsanthuba",1,0,0,0,0,0,0
"sbsardesairajdeepba",3,0,0,0,0,1,0
"sbsbiba",2,0,0,0,0,0,0
"sbsbiconnexba",1,0,0,0,0,0,0
"sbseriousquestionba",1,0,0,0,0,0,0
"sbservicetaxba",1,0,0,0,0,0,0
"sbservicetaxonmodirallyba",2,0,0,0,0,0,0
"sbservicetaxonmodirallybaquot",1,0,0,0,0,0,0
"sbshaaneavadhba",2,0,0,0,0,0,0
"sbshahidlaba",1,0,0,0,0,0,0
"sbshahnawazbjpba",1,0,0,0,0,0,0
"sbshameba",2,0,0,0,0,0,0
"sbshamefulblackoutba",1,0,0,0,0,0,0
"sbshamelessba",1,0,0,0,0,0,0
"sbsharanvjba",1,0,0,0,0,0,0
"sbshashitharoorba",0,0,0,1,0,0,0
"sbshazzerba",1,0,0,0,0,0,0
"sbshilpitewariba",1,0,0,0,0,0,0
"sbsimbleeba",0,1,0,0,0,0,0
"sbsinhamukulba",2,0,0,0,0,0,0
"sbsirasriba",0,1,1,0,0,0,0
"sbsirjadejaba",1,0,0,0,0,0,0
"sbsjacobtalkba",1,0,0,0,0,0,0
